condom,floor,ascensore,accdisabili,indivsapt,totlocali,camereletto,bagno,status,heating,photosnum,totpiani,price,sqfeet,nroom,fibra_ottica,videocitofono,impianto_di_allarme,reception,porta_blindata,esposizione_esterna,cancello_elettrico,portiere_intera_giornata,balcone,arredato,impianto_tv_centralizzato,armadio_a_muro,portiere_mezza_giornata,caminetto,esposizione_interna,mansarda,parzialmente_arredato,taverna,idromassaggio,terrazza,esposizione_doppia,giardino_comune,giardino_privato
60,2 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Buono / Abitabile,"Autonomo, a radiatori, alimentato a metano",20,4 piani,1100,50,2,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,no
150,5 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Nuovo / In costruzione,"Centralizzato, a radiatori, alimentato a metano",16,8 piani,667,50,2,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,yes,no,no,no,no,yes,no
1,3 piano,con ascensore,no,Appartamento,Pentalocale,3 camere da letto,3 bagni,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a metano",10,7 piani,3665,220,5,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,yes,no,no
350,4 piano,con ascensore,no,Appartamento,Quadrilocale,3 camere da letto,2 bagni,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a metano",20,8 piani,3300,160,4,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,no
330,2 piano,con ascensore,no,Appartamento,Trilocale,2 camere da letto,2 bagni,Ottimo / Ristrutturato,"Centralizzato, a radiatori",17,4 piani,2000,100,3,no,no,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,yes,no,no
150,1 piano,no,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a metano",20,4 piani,1650,50,2,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no
490,2 piano,con ascensore,no,Appartamento,Quadrilocale,3 camere da letto,2 bagni,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a metano",18,5 piani,2980,190,4,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,no
150,3 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Autonomo, a radiatori, alimentato a metano",20,5 piani,1200,55,2,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no
125,2 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a metano",12,5 piani,1550,75,2,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no
108,3 piano,con ascensore,no,Appartamento,Trilocale,2 camere da letto,1 bagno,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a metano",10,5 piani,1500,80,3,no,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,yes,yes,no
250,1 piano,con ascensore,con accesso disabili,Appartamento,Trilocale,2 camere da letto,2 bagni,Ottimo / Ristrutturato,NA,20,5 piani,1650,100,3,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
165.03632406397966,Piano rialzato,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a gas",20,8 piani,1100,50,2,yes,yes,no,no,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,no
150,1 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Autonomo, a radiatori, alimentato a metano",20,3 piani,1550,60,2,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no
150,1 piano,no,no,Appartamento,Monolocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a metano",18,2 piani,950,45,1,yes,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no
350,Oltre il decimo piano,con ascensore,con accesso disabili,Appartamento,Bilocale,1 camera da letto,2 bagni,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a metano",20,16 piani,2050,110,2,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,no
250,2 piano,no,no,Appartamento,Quadrilocale,2 camere da letto,2 bagni,Ottimo / Ristrutturato,"Autonomo, a radiatori, alimentato a gas",20,5 piani,1450,90,4,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no
250,2 piano,con ascensore,con accesso disabili,Appartamento,Monolocale,1 camera da letto,1 bagno,Nuovo / In costruzione,"Centralizzato, a radiatori, alimentato a metano",20,14 piani,950,48,1,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,no,yes,no
50,5 piano,con ascensore,no,Appartamento,Monolocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Autonomo, a radiatori, alimentato a gas",20,5 piani,650,30,1,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no
180,1 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a metano",20,5 piani,1400,65,2,no,no,no,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no
170,4 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Buono / Abitabile,"Centralizzato, a radiatori, alimentato a metano",20,5 piani,1500,75,2,no,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no
150,1 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a gas",14,6 piani,1350,55,2,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no
250,1 piano,con ascensore,con accesso disabili,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a metano",15,4 piani,1000,65,2,yes,no,no,no,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no
250,4 piano,con ascensore,no,Appartamento,Trilocale,2 camere da letto,2 bagni,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a metano",16,4 piani,1650,90,3,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
100,1 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Autonomo, a radiatori, alimentato a gas",17,4 piani,1200,53,2,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no
667,4 piano,con ascensore,no,Appartamento,Quadrilocale,3 camere da letto,2 bagni,Ottimo / Ristrutturato,"Centralizzato, a pavimento, alimentato a metano",20,8 piani,6700,195,4,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no
90,6 piano,con ascensore,no,Appartamento,Trilocale,2 camere da letto,1 bagno,Buono / Abitabile,"Centralizzato, a radiatori, alimentato a gas",17,8 piani,1700,86,3,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no
300,3 piano,con ascensore,no,Appartamento,Pentalocale,3 camere da letto,2 bagni,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a metano",20,4 piani,3500,160,5,no,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,yes,no,no
142,Piano terra,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a metano",18,3 piani,950,47,2,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
100,Piano terra,con ascensore,con accesso disabili,Appartamento,Monolocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Centralizzato, a pavimento, alimentato a metano",20,3 piani,900,39,1,yes,yes,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no
300,2 piano,con ascensore,no,Appartamento,Trilocale,2 camere da letto,2 bagni,Ottimo / Ristrutturato,"Autonomo, a radiatori, alimentato a metano",20,4 piani,2200,110,3,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
250,4 piano,con ascensore,con accesso disabili,Appartamento,Trilocale,2 camere da letto,2 bagni,Buono / Abitabile,"Centralizzato, a radiatori, alimentato a metano",15,7 piani,1400,99,3,no,yes,no,no,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no
1,1 piano,con ascensore,no,Appartamento,Trilocale,2 camere da letto,3 bagni,Ottimo / Ristrutturato,"Centralizzato, ad aria",10,3 piani,6250,180,3,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
80,5 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Autonomo, a radiatori, alimentato a metano",20,5 piani,1300,40,2,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no
200,3 piano,con ascensore,con accesso disabili,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a gas",19,7 piani,800,58,2,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
133,4 piano,con ascensore,no,Appartamento,Trilocale,2 camere da letto,2 bagni,Ottimo / Ristrutturato,"Autonomo, a radiatori",10,4 piani,2000,100,3,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
216,3 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Centralizzato, a pavimento",18,9 piani,1595,60,2,no,no,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
218,3 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Centralizzato, a radiatori",10,4 piani,1480,55,2,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
200,2 piano,con ascensore,con accesso disabili,Appartamento,Bilocale,1 camera da letto,1 bagno,Nuovo / In costruzione,"Centralizzato, a pavimento",20,6 piani,1550,50,2,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no
250,5 piano,con ascensore,no,Appartamento,Trilocale,2 camere da letto,1 bagno,Ottimo / Ristrutturato,"Centralizzato, a radiatori",9,6 piani,1625,100,3,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no
175,4 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a metano",20,4 piani,650,45,2,yes,yes,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no
240,3 piano,con ascensore,con accesso disabili,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Autonomo, ad aria, alimentato a metano",18,4 piani,1260,50,2,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no
150,3 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Buono / Abitabile,"Centralizzato, a radiatori, alimentato a gas",20,5 piani,900,50,2,yes,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no,yes,no
350,6 piano,con ascensore,con accesso disabili,Appartamento,Pentalocale,4 camere da letto,3 bagni,Nuovo / In costruzione,"Centralizzato, a radiatori, alimentato a metano",17,7 piani,3900,220,5,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,yes,no,no
50,4 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Autonomo, a radiatori, alimentato a metano",20,4 piani,900,55,2,yes,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no
250,6 piano,con ascensore,con accesso disabili,Appartamento,Trilocale,2 camere da letto,1 bagno,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a gas",20,6 piani,1500,118,3,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no
110,2 piano,con ascensore,con accesso disabili,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Autonomo, a radiatori, alimentato a metano",20,3 piani,1140,45,2,yes,yes,no,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no
190,2 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Nuovo / In costruzione,"Centralizzato, a radiatori, alimentato a metano",20,4 piani,1400,85,2,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no
130,5 piano,no,no,Appartamento,Monolocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Autonomo, ad aria",20,5 piani,650,20,1,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no
150,4 piano,con ascensore,no,Appartamento,Monolocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a metano",20,8 piani,700,45,1,no,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no
667,3 piano,con ascensore,no,Appartamento,Pentalocale,3 camere da letto,2 bagni,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a metano",14,5 piani,6000,230,5,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,yes,yes,no
400,1 piano,con ascensore,no,Appartamento,Trilocale,2 camere da letto,2 bagni,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a metano",18,6 piani,3000,135,3,no,yes,no,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no
80,1 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Buono / Abitabile,"Centralizzato, a radiatori, alimentato a metano",18,4 piani,600,50,2,yes,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no
200,Piano terra,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a gas",20,4 piani,1000,70,2,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no
100,3 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Autonomo, a radiatori, alimentato a metano",20,4 piani,1000,55,2,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
250,4 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a metano",18,5 piani,2000,85,2,no,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no
100,5 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Autonomo, a radiatori, alimentato a metano",20,6 piani,900,50,2,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no
150,2 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Autonomo, a radiatori, alimentato a metano",20,4 piani,850,55,2,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no
50,4 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Autonomo, a radiatori, alimentato a metano",20,4 piani,900,55,2,yes,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no
150,3 piano,con ascensore,no,Appartamento,Quadrilocale,3 camere da letto,2 bagni,Buono / Abitabile,"Autonomo, a radiatori, alimentato a gas",9,5 piani,2400,115,4,yes,yes,no,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,yes,no,no
80,1 piano,no,no,Appartamento,Trilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Autonomo, a radiatori",20,2 piani,1300,95,3,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no
150,4 piano,con ascensore,con accesso disabili,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Autonomo, a radiatori, alimentato a metano",18,4 piani,1300,55,2,yes,yes,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,yes,yes,yes,no
205,5 piano,con ascensore,no,Appartamento,Trilocale,2 camere da letto,2 bagni,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a metano",20,5 piani,4167,115,3,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no
150,da seminterrato a 2,con ascensore,con accesso disabili,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a metano",17,5 piani,950,68,2,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no
55,2 piano,no,no,Appartamento,Monolocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Autonomo, a radiatori, alimentato a metano",13,4 piani,880,37,1,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
120,3 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Buono / Abitabile,"Centralizzato, a radiatori, alimentato a metano",14,6 piani,800,60,2,no,no,no,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no
100,Ultimo piano,con ascensore,no,Attico,Trilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Autonomo, a radiatori, alimentato a gas",20,5 piani,1400,75,3,yes,yes,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no
500,4 piano,con ascensore,no,Appartamento,Quadrilocale,3 camere da letto,2 bagni,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a metano",20,5 piani,3500,170,4,yes,yes,no,no,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no
200,Piano rialzato,con ascensore,no,Appartamento,Bilocale,1 camera da letto,2 bagni,Ottimo / Ristrutturato,"Centralizzato, a pavimento, alimentato a gas",20,6 piani,1250,75,2,yes,yes,no,no,yes,no,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no
670,2 piano,con ascensore,no,Appartamento,Pentalocale,3 camere da letto,2 bagni,Ottimo / Ristrutturato,"Centralizzato, a radiatori",20,6 piani,5400,300,5,yes,yes,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no
416,3 piano,con ascensore,con accesso disabili,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Centralizzato, ad aria, alimentato a metano",20,4 piani,2500,85,2,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,no
183,1 piano,con ascensore,no,Appartamento,Trilocale,2 camere da letto,1 bagno,Nuovo / In costruzione,"Centralizzato, a radiatori, alimentato a metano",14,5 piani,1650,80,3,no,yes,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no
351,3 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Buono / Abitabile,"Centralizzato, a radiatori, alimentato a gas",20,4 piani,1667,67,2,yes,no,no,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no
333,Ultimo piano,con ascensore,no,Appartamento,Trilocale,2 camere da letto,2 bagni,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a metano",11,4 piani,2800,118,3,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no
200,1 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Buono / Abitabile,"Autonomo, a radiatori, alimentato a metano",18,5 piani,1100,60,2,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,yes,yes,no
510,2 piano,con ascensore,no,Appartamento,Quadrilocale,3 camere da letto,3 bagni,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a metano",20,7 piani,4000,180,4,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
200,1 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Centralizzato, ad aria, alimentato a gas",19,4 piani,2000,70,2,yes,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no
350,4 piano,con ascensore,no,Appartamento,Trilocale,2 camere da letto,3 bagni,Ottimo / Ristrutturato,"Centralizzato, ad aria, alimentazione elettrica",17,14 piani,4000,140,3,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,no
250,da seminterrato a piano terra,no,no,Appartamento,Trilocale,2 camere da letto,1 bagno,Buono / Abitabile,"Centralizzato, a radiatori, alimentato a metano",15,3 piani,1550,188,3,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes
300,3 piano,con ascensore,no,Appartamento,Trilocale,2 camere da letto,1 bagno,Buono / Abitabile,"Centralizzato, a radiatori, alimentato a metano",19,7 piani,1550,120,3,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,yes,yes,no
190,1 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Ottimo / Ristrutturato,"Centralizzato, a radiatori, alimentato a metano",12,4 piani,1200,70,2,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
300,3 piano,con ascensore,no,Appartamento,Quadrilocale,3 camere da letto,2 bagni,Buono / Abitabile,"Centralizzato, a radiatori, alimentato a gas",16,5 piani,2300,150,4,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no
117.24233568439466,9 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Nuovo / In costruzione,"Autonomo, ad aria, alimentato a pompa di calore",20,10 piani,1750,30,2,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no
450,1 piano,con ascensore,no,Appartamento,Bilocale,1 camera da letto,1 bagno,Buono / Abitabile,"Centralizzato, a radiatori, alimentato a metano",19,4 piani,2050,72,2,no,no,no,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no
